week_ending_date,Hokkaido_Observed,Hokkaido_Estimated,Hokkaido_95Upper,Hokkaido_95Lower,Aomori_Observed,Aomori_Estimated,Aomori_95Upper,Aomori_95Lower,Iwate_Observed,Iwate_Estimated,Iwate_95Upper,Iwate_95Lower,Miyagi_Observed,Miyagi_Estimated,Miyagi_95Upper,Miyagi_95Lower,Akita_Observed,Akita_Estimated,Akita_95Upper,Akita_95Lower,Yamagata_Observed,Yamagata_Estimated,Yamagata_95Upper,Yamagata_95Lower,Fukushima_Observed,Fukushima_Estimated,Fukushima_95Upper,Fukushima_95Lower,Ibaraki_Observed,Ibaraki_Estimated,Ibaraki_95Upper,Ibaraki_95Lower,Tochigi_Observed,Tochigi_Estimated,Tochigi_95Upper,Tochigi_95Lower,Gunma_Observed,Gunma_Estimated,Gunma_95Upper,Gunma_95Lower,Saitama_Observed,Saitama_Estimated,Saitama_95Upper,Saitama_95Lower,Chiba_Observed,Chiba_Estimated,Chiba_95Upper,Chiba_95Lower,Tokyo_Observed,Tokyo_Estimated,Tokyo_95Upper,Tokyo_95Lower,Kanagawa_Observed,Kanagawa_Estimated,Kanagawa_95Upper,Kanagawa_95Lower,Niigata_Observed,Niigata_Estimated,Niigata_95Upper,Niigata_95Lower,Toyama_Observed,Toyama_Estimated,Toyama_95Upper,Toyama_95Lower,Ishikawa_Observed,Ishikawa_Estimated,Ishikawa_95Upper,Ishikawa_95Lower,Fukui_Observed,Fukui_Estimated,Fukui_95Upper,Fukui_95Lower,Yamanashi_Observed,Yamanashi_Estimated,Yamanashi_95Upper,Yamanashi_95Lower,Nagano_Observed,Nagano_Estimated,Nagano_95Upper,Nagano_95Lower,Gifu_Observed,Gifu_Estimated,Gifu_95Upper,Gifu_95Lower,Shizuoka_Observed,Shizuoka_Estimated,Shizuoka_95Upper,Shizuoka_95Lower,Aichi_Observed,Aichi_Estimated,Aichi_95Upper,Aichi_95Lower,Mie_Observed,Mie_Estimated,Mie_95Upper,Mie_95Lower,Shiga_Observed,Shiga_Estimated,Shiga_95Upper,Shiga_95Lower,Kyoto_Observed,Kyoto_Estimated,Kyoto_95Upper,Kyoto_95Lower,Osaka_Observed,Osaka_Estimated,Osaka_95Upper,Osaka_95Lower,Hyogo_Observed,Hyogo_Estimated,Hyogo_95Upper,Hyogo_95Lower,Nara_Observed,Nara_Estimated,Nara_95Upper,Nara_95Lower,Wakayama_Observed,Wakayama_Estimated,Wakayama_95Upper,Wakayama_95Lower,Tottori_Observed,Tottori_Estimated,Tottori_95Upper,Tottori_95Lower,Shimane_Observed,Shimane_Estimated,Shimane_95Upper,Shimane_95Lower,Okayama_Observed,Okayama_Estimated,Okayama_95Upper,Okayama_95Lower,Hiroshima_Observed,Hiroshima_Estimated,Hiroshima_95Upper,Hiroshima_95Lower,Yamaguchi_Observed,Yamaguchi_Estimated,Yamaguchi_95Upper,Yamaguchi_95Lower,Tokushima_Observed,Tokushima_Estimated,Tokushima_95Upper,Tokushima_95Lower,Kagawa_Observed,Kagawa_Estimated,Kagawa_95Upper,Kagawa_95Lower,Ehime_Observed,Ehime_Estimated,Ehime_95Upper,Ehime_95Lower,Kochi_Observed,Kochi_Estimated,Kochi_95Upper,Kochi_95Lower,Fukuoka_Observed,Fukuoka_Estimated,Fukuoka_95Upper,Fukuoka_95Lower,Saga_Observed,Saga_Estimated,Saga_95Upper,Saga_95Lower,Nagasaki_Observed,Nagasaki_Estimated,Nagasaki_95Upper,Nagasaki_95Lower,Kumamoto_Observed,Kumamoto_Estimated,Kumamoto_95Upper,Kumamoto_95Lower,Oita_Observed,Oita_Estimated,Oita_95Upper,Oita_95Lower,Miyazaki_Observed,Miyazaki_Estimated,Miyazaki_95Upper,Miyazaki_95Lower,Kagoshima_Observed,Kagoshima_Estimated,Kagoshima_95Upper,Kagoshima_95Lower,Okinawa_Observed,Okinawa_Estimated,Okinawa_95Upper,Okinawa_95Lower,Japan_Observed,Japan_Estimated,Japan_95Upper,Japan_95Lower
29dec2019,17,14,21,8,2,5,8,1,2,4,8,1,8,7,12,3,1,4,7,1,2,4,7,1,6,7,11,3,10,9,14,4,11,6,11,2,4,6,10,2,17,21,29,13,24,17,24,10,24,35,46,24,24,22,30,14,3,7,12,3,4,3,6,0,2,3,6,0,4,2,4,0,2,2,5,0,5,6,10,2,4,5,9,2,9,10,15,5,18,18,25,11,5,5,9,2,2,4,7,1,5,6,10,2,17,25,33,16,19,15,22,9,5,5,8,1,3,3,6,0,2,2,4,0,0,2,4,0,4,5,8,1,4,7,12,3,3,4,7,1,3,3,5,0,2,3,5,0,3,4,8,1,3,2,5,0,6,13,19,7,2,0,0,0,1,4,7,1,3,5,8,1,6,4,8,1,2,4,7,1,5,5,8,1,4,5,8,1,312,325,374,278
05jan2020,7,15,21,9,4,5,8,1,1,4,7,1,9,7,12,3,1,3,6,1,8,3,6,1,3,7,11,3,5,9,14,4,9,6,11,2,7,6,10,2,16,21,29,13,19,17,24,10,24,34,46,24,16,21,30,13,7,7,12,3,5,3,6,1,5,3,6,0,0,2,4,0,1,2,5,0,3,6,10,2,6,5,10,2,9,10,15,5,21,19,26,12,2,5,9,2,3,4,7,1,1,6,10,2,31,26,35,17,10,16,22,9,6,5,8,1,2,4,7,1,2,2,4,0,0,2,4,0,3,4,8,1,8,7,12,3,1,4,7,1,1,3,5,0,1,3,6,1,2,4,7,1,0,2,5,0,11,13,19,7,2,3,6,0,3,4,8,1,1,4,8,1,7,4,7,1,6,4,7,1,4,5,8,1,5,5,8,1,298,332,386,281
12jan2020,21,15,22,9,2,5,8,1,5,4,8,1,4,7,12,3,3,4,7,1,1,3,6,1,5,7,12,3,10,9,15,5,10,7,11,3,8,6,10,2,20,22,30,14,23,18,25,11,33,36,47,25,18,22,30,14,7,7,11,3,3,3,6,0,2,3,5,0,2,2,4,0,3,3,5,0,10,6,10,2,9,5,10,2,15,10,15,5,19,18,26,11,5,5,9,2,2,4,7,1,11,6,10,2,19,26,35,17,15,16,23,10,6,5,8,1,3,3,6,1,3,2,4,0,1,0,0,0,10,5,9,1,8,8,12,3,1,4,7,1,0,3,6,0,5,3,6,1,3,4,8,1,3,2,5,0,19,13,19,7,3,3,6,0,4,4,8,1,7,4,8,1,5,4,7,1,3,4,7,1,8,5,9,2,2,5,8,1,379,337,393,285
19jan2020,15,16,22,9,4,4,8,1,6,4,7,1,10,7,12,3,4,4,7,1,4,3,6,1,3,7,12,3,11,9,15,5,4,7,11,3,7,6,11,2,27,22,31,14,16,18,25,11,29,35,46,24,14,21,30,14,4,7,12,3,3,3,6,1,1,3,5,0,4,2,5,0,3,3,6,0,11,6,10,2,11,5,10,2,9,10,16,5,25,18,25,11,7,5,9,2,5,4,7,1,3,6,10,2,33,25,34,17,20,16,22,9,3,5,8,1,0,3,6,1,0,2,4,0,1,0,0,0,3,5,8,1,9,8,13,4,5,4,7,1,3,3,6,0,5,3,6,1,2,4,7,1,1,3,6,0,7,14,20,8,2,3,6,0,5,4,8,1,3,4,8,1,3,4,7,1,1,4,7,1,2,5,9,2,7,5,9,1,355,338,391,289
26jan2020,13,16,23,10,7,4,8,1,2,4,8,1,6,8,12,3,6,4,7,1,8,4,7,1,6,7,11,3,6,10,15,5,6,7,11,3,3,7,11,3,14,23,31,15,8,18,25,11,42,36,47,26,28,22,31,14,8,7,12,3,5,3,6,1,6,3,5,0,3,2,5,0,1,3,6,0,4,6,10,2,7,6,10,2,11,11,16,5,23,19,26,12,4,6,10,2,6,4,7,1,9,6,10,2,37,26,35,18,14,16,22,9,3,5,8,1,1,4,7,1,2,2,4,0,1,0,0,0,6,5,8,1,7,8,13,4,3,4,7,1,1,3,6,0,0,3,6,0,3,4,7,1,3,3,6,0,18,15,21,8,2,3,6,0,3,5,8,1,5,4,8,1,3,4,8,1,5,4,7,1,4,6,10,2,3,5,8,1,366,349,399,301
02feb2020,16,16,22,9,2,5,8,1,5,5,8,1,7,8,12,3,6,4,7,1,8,4,7,1,4,7,11,3,9,10,16,5,8,7,11,3,5,6,11,2,23,22,31,14,21,18,25,11,37,37,49,27,30,23,32,15,6,8,13,3,3,3,6,1,0,3,5,0,4,2,4,0,3,3,6,0,9,6,10,2,6,7,11,2,15,11,16,6,23,20,27,12,4,6,10,2,6,4,7,1,5,6,10,2,22,27,36,19,23,16,23,10,4,5,9,1,4,4,7,1,1,2,4,0,2,2,4,0,8,5,8,1,4,8,13,4,10,4,7,1,2,3,6,0,4,3,6,0,5,5,8,1,3,3,6,0,21,15,22,8,5,3,7,0,2,5,8,1,9,5,8,1,5,4,8,1,3,4,8,1,7,6,10,2,2,5,8,1,411,356,407,308
09feb2020,10,16,22,9,4,4,8,1,4,5,8,1,8,8,13,4,3,4,7,1,1,4,7,1,7,8,12,3,9,10,16,5,4,7,11,3,6,7,11,3,18,23,31,15,15,18,25,11,31,39,51,27,20,24,33,15,7,8,13,3,2,3,6,1,2,3,5,0,2,2,5,0,5,3,6,0,3,7,11,3,4,7,11,2,9,11,17,6,21,20,28,13,5,6,11,2,2,4,8,1,4,6,11,2,21,27,36,19,15,17,23,10,2,5,9,2,3,4,7,1,0,0,0,0,1,2,5,0,1,5,8,1,6,8,13,4,5,4,7,1,4,3,6,0,1,4,7,1,4,5,9,2,1,3,6,0,17,14,21,8,3,4,7,1,6,5,9,2,5,5,8,1,3,4,8,1,3,4,8,1,6,6,10,2,3,5,8,1,316,364,419,312
16feb2020,18,16,22,9,5,4,8,1,4,5,8,1,8,8,12,3,0,4,7,1,3,4,7,1,11,7,12,3,14,10,16,5,6,7,11,3,6,7,12,3,21,22,31,14,14,18,25,11,31,39,52,28,19,23,32,15,3,8,13,3,3,3,6,1,3,3,5,0,1,2,5,0,2,3,6,1,5,7,11,3,7,7,11,2,9,12,17,6,18,19,27,12,7,6,11,2,8,4,8,1,5,6,11,2,18,28,38,20,12,17,24,10,4,5,8,1,4,4,7,1,1,0,0,0,1,2,5,0,2,5,9,2,6,8,13,4,4,4,8,1,3,3,6,0,7,4,7,1,5,5,9,2,1,3,6,0,9,15,21,8,1,4,7,1,0,5,9,2,3,5,9,2,1,4,8,1,4,4,8,1,5,6,10,2,2,5,8,1,324,368,426,314
23feb2020,16,16,22,9,2,5,8,1,2,5,8,1,10,8,12,3,0,4,7,1,1,4,7,1,3,7,12,3,10,10,16,5,3,6,11,2,4,8,12,3,21,23,31,15,14,19,26,12,45,40,52,28,28,24,33,16,6,8,13,4,2,4,7,1,5,3,5,0,1,2,5,0,2,3,7,1,6,7,11,3,6,7,11,3,13,12,18,6,20,19,26,11,4,6,11,2,5,4,8,1,3,6,11,2,25,28,36,19,13,17,24,11,0,5,9,2,4,4,7,1,2,0,0,0,4,2,5,0,3,5,9,2,7,9,13,4,4,4,8,1,1,3,5,0,6,3,7,1,5,5,9,2,3,3,6,0,18,16,23,9,1,4,8,1,2,5,9,2,6,5,9,1,2,5,8,1,4,4,7,1,5,6,10,2,1,5,8,1,348,374,430,321
01mar2020,17,16,23,10,2,5,9,2,5,5,9,2,14,7,12,3,3,4,7,1,2,4,8,1,3,8,12,3,8,10,16,5,7,6,10,2,8,8,12,3,31,23,31,14,21,19,26,12,33,39,51,28,22,25,34,16,7,9,14,4,2,4,7,1,1,3,6,0,3,2,5,0,1,3,7,1,8,7,12,3,6,7,12,3,11,12,18,6,27,19,27,12,5,7,11,3,3,4,8,1,10,7,11,2,33,27,36,19,12,17,24,10,1,5,9,2,5,4,7,1,2,2,4,0,3,3,5,0,7,5,9,2,8,8,13,4,4,5,8,1,1,2,5,0,4,4,7,1,0,5,9,2,5,3,6,0,16,16,24,9,2,4,8,1,5,5,9,1,5,5,9,2,2,5,9,1,6,4,8,1,5,6,10,2,0,5,8,1,386,376,430,325
08mar2020,22,17,24,10,4,5,9,2,5,5,9,2,8,8,13,4,3,4,7,1,2,5,8,1,6,8,13,4,8,11,16,5,7,6,10,2,5,8,13,4,15,23,32,15,14,21,28,13,36,40,52,29,23,26,35,17,8,9,14,4,3,4,7,1,3,3,6,1,4,2,5,0,3,3,7,1,8,8,12,3,1,7,12,3,12,12,18,7,20,21,29,13,7,7,11,3,2,5,8,1,6,7,12,3,20,29,38,20,16,18,25,11,1,6,10,2,2,4,8,1,0,2,4,0,2,3,6,0,4,6,10,2,10,8,13,4,5,5,8,1,2,3,5,0,3,4,7,1,6,5,9,2,1,3,6,0,14,17,25,10,3,4,8,1,4,5,9,2,10,5,9,2,3,5,9,2,5,4,8,1,3,6,10,2,3,5,8,1,352,393,445,342
15mar2020,11,17,24,11,3,5,9,2,6,5,9,2,5,8,13,4,3,5,8,1,1,4,8,1,10,8,13,4,12,11,16,6,4,6,11,2,4,8,13,4,19,23,32,15,16,21,28,13,34,41,53,29,34,26,35,17,7,9,15,4,4,4,7,1,2,3,6,1,5,2,5,0,5,4,7,1,4,8,12,3,2,7,13,3,12,12,18,7,25,20,28,13,4,6,11,2,6,5,8,1,8,7,12,3,31,29,38,20,14,18,25,11,4,6,10,2,2,4,8,1,1,2,4,0,1,3,5,0,6,6,10,2,8,9,14,4,6,5,8,1,3,3,5,0,3,4,7,1,3,5,9,2,2,3,6,0,17,17,24,10,3,3,7,1,3,5,9,2,11,5,9,2,0,5,9,2,2,4,8,1,5,6,10,2,4,5,9,1,375,396,449,345
22mar2020,13,18,25,11,8,5,9,2,7,5,9,1,16,9,13,4,6,5,8,1,3,4,8,1,8,8,13,4,10,10,16,5,11,7,11,3,7,8,13,4,26,23,32,15,31,21,29,14,45,40,52,28,24,26,35,17,7,9,15,4,1,4,7,1,6,4,7,1,2,3,6,0,1,4,7,1,5,8,12,3,12,7,12,3,15,12,18,7,10,20,28,13,4,6,11,2,2,5,8,1,6,7,12,3,23,29,38,20,16,18,25,11,2,7,11,3,2,5,8,1,1,0,0,0,1,3,5,0,3,6,10,2,5,9,14,4,6,4,8,1,2,2,5,0,0,3,7,1,1,5,9,2,2,3,6,0,15,17,24,10,3,3,7,0,3,6,10,2,6,5,9,2,8,5,9,2,5,4,8,1,4,6,10,2,2,5,9,2,396,394,448,343
29mar2020,23,18,25,11,6,6,10,2,7,5,9,2,13,8,13,4,2,5,8,1,5,5,8,1,9,8,13,4,9,10,15,5,4,7,12,3,6,8,13,4,23,23,32,15,19,21,29,14,32,38,50,27,23,25,34,16,6,9,15,4,5,4,7,1,4,3,6,1,1,3,5,0,2,4,7,1,6,7,12,3,6,7,12,3,14,11,17,6,24,20,28,12,3,6,11,2,5,4,8,1,9,7,12,3,23,28,37,19,12,18,25,11,2,6,11,3,3,4,8,1,0,0,0,0,2,2,5,0,8,6,10,2,9,9,14,4,9,4,7,1,2,2,5,0,2,3,7,1,4,5,9,2,0,3,6,0,9,16,24,10,2,3,7,1,3,5,9,2,7,5,8,1,1,5,9,2,3,4,8,1,7,5,9,2,5,5,9,2,379,388,443,335
05apr2020,25,18,25,11,3,6,10,2,10,5,9,2,10,8,13,4,6,5,9,1,3,5,8,1,11,8,13,4,10,11,16,6,5,7,12,3,10,8,13,3,19,23,31,15,27,21,29,14,45,38,49,27,27,25,35,17,6,9,14,4,3,4,7,1,2,3,6,1,3,3,5,0,0,4,7,1,8,7,12,3,11,6,11,2,10,11,17,6,16,20,28,13,7,6,10,2,4,4,8,1,9,7,11,2,30,28,37,19,11,18,26,12,3,7,11,3,4,4,8,1,0,0,0,0,3,2,5,0,9,5,9,2,7,9,14,4,9,4,7,1,1,2,5,0,2,4,7,1,5,5,9,2,4,3,7,0,21,16,24,10,3,3,7,1,3,5,9,2,6,5,9,2,2,5,9,1,1,4,8,1,3,5,9,2,6,5,9,2,423,386,440,335
12apr2020,13,18,25,11,7,6,10,2,2,5,9,2,4,8,13,4,2,5,8,1,2,5,8,1,1,8,13,4,6,10,15,5,7,7,12,3,10,8,12,3,20,23,32,15,23,21,29,14,23,38,50,27,18,24,33,16,6,9,14,4,3,4,7,1,5,3,6,1,3,3,5,0,3,3,7,1,7,7,12,3,1,6,11,2,13,11,16,6,19,20,28,13,3,6,10,2,2,4,8,1,6,6,11,2,15,28,37,20,14,18,25,11,5,6,11,2,3,5,8,1,0,0,0,0,1,2,5,0,5,5,9,2,7,9,14,4,3,4,7,1,1,2,5,0,1,3,6,1,5,5,9,2,2,3,7,1,11,16,24,10,0,3,7,1,6,5,9,2,6,5,9,2,5,4,8,1,4,4,8,1,11,5,9,2,1,5,8,1,315,382,434,333
19apr2020,17,18,25,11,2,5,9,2,8,5,9,2,7,9,14,4,0,5,8,1,4,5,8,1,6,8,13,4,6,10,16,5,7,7,12,3,10,8,12,3,21,23,31,15,26,20,28,13,21,39,51,27,22,25,34,16,4,9,14,4,4,4,7,1,1,4,7,1,1,2,5,0,1,4,7,1,3,7,11,3,2,6,11,2,12,11,16,6,14,21,29,13,6,6,10,2,8,4,8,1,3,6,11,2,25,29,38,20,10,19,26,12,1,6,11,2,2,5,8,1,2,0,0,0,1,2,4,0,3,5,9,2,6,9,14,4,3,4,7,1,3,2,5,0,4,3,6,1,2,5,9,2,5,3,6,0,12,16,23,9,2,3,7,1,2,5,9,2,3,5,9,2,4,4,8,1,5,4,8,1,4,5,9,2,2,5,9,1,317,388,442,337
26apr2020,8,18,25,11,6,6,10,2,7,5,9,2,7,9,13,4,4,4,8,1,6,4,8,1,4,8,12,3,4,11,16,5,4,7,12,3,4,8,12,3,20,22,30,14,15,20,28,13,27,39,52,27,18,24,33,16,9,8,13,4,3,3,6,1,3,3,6,1,1,2,5,0,0,0,0,0,1,7,12,3,4,7,12,2,12,11,17,6,17,20,28,13,4,6,10,2,5,4,7,1,7,6,10,2,23,29,38,20,18,18,25,11,2,6,10,2,4,5,8,1,2,0,0,0,1,2,4,0,5,5,9,2,10,9,13,4,5,4,7,1,1,2,5,0,5,3,6,0,5,5,9,2,1,3,6,0,7,15,22,9,0,3,7,1,2,5,8,1,4,5,9,2,2,4,7,1,1,4,7,1,3,5,9,2,5,5,9,1,306,379,431,329
03may2020,13,17,24,11,3,5,9,2,6,5,9,2,8,9,13,4,4,4,7,1,3,4,8,1,4,7,12,3,5,10,15,5,5,7,12,3,6,7,12,3,20,22,30,14,11,21,28,13,27,39,52,27,23,24,33,15,8,8,13,4,5,3,6,1,1,3,6,1,3,2,5,0,4,3,7,1,9,7,11,3,5,7,12,2,7,11,17,6,15,20,28,13,4,6,11,2,3,4,7,1,7,6,11,2,33,29,38,20,12,17,24,11,3,6,10,2,1,4,8,1,1,2,4,0,6,2,4,0,3,5,9,2,5,9,14,4,2,4,7,1,0,2,5,0,4,3,6,0,5,5,9,2,1,2,5,0,19,15,22,9,1,0,0,0,6,5,8,1,8,5,9,2,2,4,7,1,3,4,8,1,3,5,9,2,6,4,8,1,333,377,430,326
10may2020,19,18,25,11,3,6,9,2,4,6,10,2,4,8,13,4,0,4,7,1,1,4,8,1,6,7,12,3,6,10,15,5,3,7,11,3,4,8,12,3,13,22,31,14,19,20,28,13,32,40,53,29,28,24,33,15,2,8,13,4,4,4,7,1,2,3,7,1,2,2,4,0,1,3,7,1,7,7,12,3,4,7,12,2,9,12,17,6,19,21,29,14,3,7,11,3,2,4,8,1,4,6,11,2,28,29,39,20,22,18,25,11,5,6,10,2,5,4,7,1,0,2,4,0,1,2,5,0,2,5,9,2,6,9,14,4,3,4,7,1,2,2,5,0,2,3,6,0,7,5,9,2,3,2,5,0,16,15,22,9,1,0,0,0,2,4,8,1,5,6,9,2,1,4,7,1,6,4,8,1,9,6,10,2,6,4,8,1,333,382,435,331
17may2020,12,18,25,11,5,6,10,2,4,5,9,2,8,8,13,4,4,4,7,1,6,4,8,1,10,7,11,3,5,10,15,5,6,6,10,2,9,8,12,3,13,22,30,14,13,20,27,13,29,40,53,29,21,24,33,16,10,8,13,4,1,4,7,1,3,4,7,1,1,2,4,0,1,3,7,1,7,7,11,3,2,7,12,3,15,12,18,7,18,21,29,13,5,6,11,2,1,4,8,1,8,6,11,2,33,30,39,21,12,17,24,11,3,6,10,2,4,4,7,1,1,0,0,0,2,2,4,0,2,5,9,2,4,9,14,4,7,4,8,1,0,0,0,0,1,3,6,0,5,5,8,1,1,3,6,0,12,15,22,9,1,0,0,0,4,5,8,1,7,5,9,2,0,4,7,1,2,4,8,1,7,5,9,2,4,4,8,1,329,380,432,331
24may2020,15,17,24,11,1,5,9,2,1,5,9,2,6,8,13,4,4,4,8,1,3,4,8,1,9,7,11,3,6,10,16,5,2,6,10,2,8,7,12,3,21,22,30,14,22,19,26,12,45,40,52,28,18,24,33,15,8,8,13,4,9,4,7,1,1,4,7,1,1,2,4,0,1,4,7,1,8,7,11,3,5,7,12,3,22,12,18,7,20,21,29,13,5,6,10,2,4,5,8,1,5,6,11,2,27,30,40,21,11,17,24,10,1,5,9,2,2,4,7,1,0,0,0,0,5,2,5,0,4,6,9,2,6,9,14,4,3,4,8,1,1,0,0,0,3,3,6,0,1,4,8,1,1,3,6,0,11,15,22,8,3,3,6,0,4,5,8,1,1,5,8,1,2,4,7,1,6,4,8,1,1,6,10,2,3,5,8,1,346,378,430,329
31may2020,12,18,25,11,6,6,10,2,3,5,9,2,6,8,13,4,5,4,8,1,1,4,8,1,8,7,11,3,10,10,15,5,6,6,10,2,10,7,12,3,20,22,30,14,19,19,27,12,41,39,52,27,20,24,33,16,8,9,13,4,4,3,6,1,3,4,7,1,2,2,4,0,0,0,0,0,12,7,11,3,3,7,11,2,9,12,18,7,17,21,29,14,3,6,11,2,2,5,8,1,4,6,11,2,31,30,39,21,18,18,25,11,2,6,10,2,0,4,7,1,3,0,0,0,1,2,5,0,4,6,9,2,8,9,14,4,5,5,8,1,2,2,5,0,3,3,6,1,6,5,8,1,2,3,6,0,15,14,21,8,0,3,6,0,2,4,8,1,5,5,8,1,1,0,0,0,5,4,8,1,7,6,10,2,3,5,8,1,357,378,430,329
07jun2020,18,18,26,11,5,6,10,2,5,6,10,2,6,8,13,4,5,4,8,1,6,4,8,1,1,7,11,3,5,10,16,5,6,6,11,2,9,7,12,3,22,22,31,14,15,19,27,12,45,38,51,27,20,25,34,16,7,9,13,4,2,3,6,1,4,4,7,1,5,2,4,0,2,0,0,0,5,7,11,3,8,6,11,2,9,12,18,7,26,21,29,13,8,6,10,2,6,5,8,1,3,7,12,3,23,30,40,21,19,17,23,10,4,5,9,2,5,4,7,1,2,2,4,0,5,2,5,0,6,5,9,2,8,9,14,4,4,5,8,1,3,2,5,0,1,3,6,1,4,4,8,1,2,3,7,0,16,14,21,8,1,3,6,0,4,4,8,1,2,5,8,1,7,4,7,1,8,4,8,1,5,6,10,2,6,5,8,1,388,381,436,328
14jun2020,12,18,25,11,0,6,10,2,8,6,10,2,9,8,13,4,2,4,8,1,3,4,8,1,6,7,12,3,11,10,15,5,6,6,10,2,6,7,12,3,23,22,31,14,16,19,27,12,36,37,49,26,23,24,33,16,5,9,14,4,5,4,7,1,2,4,7,1,2,2,5,0,2,3,6,1,5,6,11,2,3,6,11,2,9,12,18,7,13,21,29,14,3,6,11,3,4,5,8,1,4,6,11,2,23,30,39,21,24,17,24,11,3,5,9,2,2,4,7,1,1,2,4,0,2,2,5,0,2,5,9,2,7,10,15,5,6,4,8,1,3,2,5,0,1,3,6,1,2,4,7,1,4,3,7,1,16,14,21,8,2,3,6,0,0,4,8,1,2,4,8,1,2,4,7,1,1,4,7,1,4,6,10,2,2,5,8,1,327,375,429,325
21jun2020,17,18,25,11,6,6,10,2,2,5,9,2,5,8,12,3,3,4,8,1,5,4,7,1,5,7,12,3,8,10,15,5,5,6,10,2,9,7,12,3,20,22,30,14,17,20,28,13,38,36,48,25,26,24,33,16,11,8,13,4,6,4,7,1,4,3,6,1,1,2,5,0,1,3,6,1,2,7,11,3,5,6,11,2,7,12,18,7,13,21,28,13,1,6,10,2,4,5,9,2,8,6,11,2,28,30,39,21,15,17,24,11,3,5,9,2,2,4,7,1,1,2,4,0,1,2,4,0,3,5,9,2,6,9,14,4,0,4,8,1,1,2,5,0,2,3,7,1,1,4,7,1,2,3,7,1,18,14,21,8,0,0,0,0,1,4,8,1,5,4,8,1,2,4,7,1,5,4,8,1,9,6,10,2,5,5,8,1,339,374,425,325
28jun2020,12,17,24,11,2,5,9,2,2,5,9,2,9,8,13,4,1,5,8,1,2,4,8,1,2,8,12,3,5,10,15,5,5,6,10,2,3,7,11,3,16,21,29,14,26,20,27,12,34,35,46,24,24,24,33,16,8,8,13,4,2,3,6,1,4,3,6,0,4,3,5,0,1,3,6,1,6,7,11,3,0,6,11,2,6,12,17,6,15,20,27,13,5,6,10,2,4,5,9,2,8,6,10,2,34,29,38,20,19,17,24,10,1,5,9,2,3,4,8,1,2,2,4,0,2,2,4,0,5,5,9,1,2,9,14,4,5,4,8,1,0,2,4,0,2,3,6,1,4,4,8,1,2,3,7,1,13,14,20,8,0,0,0,0,2,4,8,1,4,4,8,1,5,4,7,1,1,4,7,1,3,6,9,2,6,5,8,1,321,366,417,317
05jul2020,22,18,25,11,7,5,9,2,4,5,9,2,9,8,13,4,4,5,8,1,4,4,7,1,7,8,12,3,8,10,15,5,4,6,11,2,5,7,11,3,22,21,29,13,23,20,27,13,35,35,46,24,27,24,33,16,8,8,13,4,6,3,6,1,8,3,6,0,3,3,5,0,2,3,6,1,6,7,11,3,4,6,11,2,14,11,17,6,24,20,28,13,9,6,10,2,4,5,8,1,3,6,10,2,34,27,36,19,15,17,24,11,4,5,9,2,2,4,8,1,0,0,0,0,2,2,4,0,5,5,9,2,5,9,14,4,2,4,8,1,3,2,5,0,1,3,6,1,5,4,8,1,1,3,7,1,11,14,21,8,2,0,0,0,3,4,7,1,4,5,8,1,3,4,8,1,3,4,7,1,4,6,10,2,2,5,9,2,383,365,416,316
12jul2020,14,18,25,11,3,5,9,1,5,5,9,2,4,8,13,4,3,5,8,1,5,4,7,1,11,7,12,3,12,9,15,5,5,7,11,3,1,7,11,3,18,21,29,13,15,20,28,13,41,35,48,24,23,24,33,15,5,8,12,3,1,3,6,1,0,3,6,0,0,3,5,0,1,3,6,1,9,7,11,3,6,6,11,2,12,11,16,6,15,20,28,13,7,6,10,2,3,4,8,1,7,6,11,2,22,28,37,19,12,17,24,11,6,5,9,2,2,4,8,1,0,0,0,0,2,2,4,0,2,5,8,1,6,9,14,4,2,4,7,1,4,2,5,0,5,3,7,1,5,4,7,1,4,3,6,0,10,14,21,8,1,0,0,0,2,4,7,1,5,4,8,1,4,4,8,1,2,4,7,1,1,6,10,2,7,5,9,1,330,365,419,313
19jul2020,21,18,25,11,4,5,8,1,7,5,9,2,6,8,13,4,8,5,8,1,4,4,7,1,15,7,12,3,7,9,14,5,7,6,10,2,9,6,11,2,18,20,28,12,16,20,28,13,48,34,46,23,25,23,32,15,9,8,12,3,2,3,6,1,1,3,6,0,0,3,5,0,3,3,6,0,5,7,11,3,9,6,11,2,11,11,16,5,23,20,27,12,4,6,10,2,3,4,8,1,5,7,11,2,42,27,37,18,16,17,24,10,5,5,9,2,4,4,8,1,1,0,0,0,2,2,4,0,4,5,9,1,9,9,14,4,4,4,7,1,1,2,4,0,2,3,6,0,2,4,7,1,2,3,6,0,13,14,21,8,1,0,0,0,1,4,8,1,6,4,8,1,4,4,8,1,2,4,7,1,2,6,10,2,6,5,9,1,399,357,410,306
