week_ending_date,Hokkaido_Observed,Hokkaido_Estimated,Hokkaido_95Upper,Hokkaido_95Lower,Aomori_Observed,Aomori_Estimated,Aomori_95Upper,Aomori_95Lower,Iwate_Observed,Iwate_Estimated,Iwate_95Upper,Iwate_95Lower,Miyagi_Observed,Miyagi_Estimated,Miyagi_95Upper,Miyagi_95Lower,Akita_Observed,Akita_Estimated,Akita_95Upper,Akita_95Lower,Yamagata_Observed,Yamagata_Estimated,Yamagata_95Upper,Yamagata_95Lower,Fukushima_Observed,Fukushima_Estimated,Fukushima_95Upper,Fukushima_95Lower,Ibaraki_Observed,Ibaraki_Estimated,Ibaraki_95Upper,Ibaraki_95Lower,Tochigi_Observed,Tochigi_Estimated,Tochigi_95Upper,Tochigi_95Lower,Gunma_Observed,Gunma_Estimated,Gunma_95Upper,Gunma_95Lower,Saitama_Observed,Saitama_Estimated,Saitama_95Upper,Saitama_95Lower,Chiba_Observed,Chiba_Estimated,Chiba_95Upper,Chiba_95Lower,Tokyo_Observed,Tokyo_Estimated,Tokyo_95Upper,Tokyo_95Lower,Kanagawa_Observed,Kanagawa_Estimated,Kanagawa_95Upper,Kanagawa_95Lower,Niigata_Observed,Niigata_Estimated,Niigata_95Upper,Niigata_95Lower,Toyama_Observed,Toyama_Estimated,Toyama_95Upper,Toyama_95Lower,Ishikawa_Observed,Ishikawa_Estimated,Ishikawa_95Upper,Ishikawa_95Lower,Fukui_Observed,Fukui_Estimated,Fukui_95Upper,Fukui_95Lower,Yamanashi_Observed,Yamanashi_Estimated,Yamanashi_95Upper,Yamanashi_95Lower,Nagano_Observed,Nagano_Estimated,Nagano_95Upper,Nagano_95Lower,Gifu_Observed,Gifu_Estimated,Gifu_95Upper,Gifu_95Lower,Shizuoka_Observed,Shizuoka_Estimated,Shizuoka_95Upper,Shizuoka_95Lower,Aichi_Observed,Aichi_Estimated,Aichi_95Upper,Aichi_95Lower,Mie_Observed,Mie_Estimated,Mie_95Upper,Mie_95Lower,Shiga_Observed,Shiga_Estimated,Shiga_95Upper,Shiga_95Lower,Kyoto_Observed,Kyoto_Estimated,Kyoto_95Upper,Kyoto_95Lower,Osaka_Observed,Osaka_Estimated,Osaka_95Upper,Osaka_95Lower,Hyogo_Observed,Hyogo_Estimated,Hyogo_95Upper,Hyogo_95Lower,Nara_Observed,Nara_Estimated,Nara_95Upper,Nara_95Lower,Wakayama_Observed,Wakayama_Estimated,Wakayama_95Upper,Wakayama_95Lower,Tottori_Observed,Tottori_Estimated,Tottori_95Upper,Tottori_95Lower,Shimane_Observed,Shimane_Estimated,Shimane_95Upper,Shimane_95Lower,Okayama_Observed,Okayama_Estimated,Okayama_95Upper,Okayama_95Lower,Hiroshima_Observed,Hiroshima_Estimated,Hiroshima_95Upper,Hiroshima_95Lower,Yamaguchi_Observed,Yamaguchi_Estimated,Yamaguchi_95Upper,Yamaguchi_95Lower,Tokushima_Observed,Tokushima_Estimated,Tokushima_95Upper,Tokushima_95Lower,Kagawa_Observed,Kagawa_Estimated,Kagawa_95Upper,Kagawa_95Lower,Ehime_Observed,Ehime_Estimated,Ehime_95Upper,Ehime_95Lower,Kochi_Observed,Kochi_Estimated,Kochi_95Upper,Kochi_95Lower,Fukuoka_Observed,Fukuoka_Estimated,Fukuoka_95Upper,Fukuoka_95Lower,Saga_Observed,Saga_Estimated,Saga_95Upper,Saga_95Lower,Nagasaki_Observed,Nagasaki_Estimated,Nagasaki_95Upper,Nagasaki_95Lower,Kumamoto_Observed,Kumamoto_Estimated,Kumamoto_95Upper,Kumamoto_95Lower,Oita_Observed,Oita_Estimated,Oita_95Upper,Oita_95Lower,Miyazaki_Observed,Miyazaki_Estimated,Miyazaki_95Upper,Miyazaki_95Lower,Kagoshima_Observed,Kagoshima_Estimated,Kagoshima_95Upper,Kagoshima_95Lower,Okinawa_Observed,Okinawa_Estimated,Okinawa_95Upper,Okinawa_95Lower,Japan_Observed,Japan_Estimated,Japan_95Upper,Japan_95Lower
02jun2019,25,17,24,11,9,5,9,2,3,6,10,2,8,8,12,3,1,5,8,1,2,4,8,1,7,7,12,3,13,9,14,4,2,7,11,3,13,7,11,3,28,22,30,14,23,18,25,11,52,36,49,25,15,24,32,16,9,9,14,4,5,3,6,1,5,4,7,1,0,2,5,0,1,3,5,0,5,6,10,2,9,6,11,2,16,12,18,6,20,21,28,13,4,6,11,2,6,5,9,1,11,6,11,2,40,29,39,20,20,18,25,11,4,4,8,1,8,4,8,1,0,2,4,0,1,2,5,0,5,5,9,2,11,8,13,4,5,5,8,1,0,2,4,0,3,3,6,1,5,5,8,1,3,3,6,0,9,14,21,8,12,2,5,0,0,4,8,1,8,5,8,1,1,4,8,1,4,4,8,1,8,6,10,2,6,4,8,1,445,372,424,322
09jun2019,13,18,25,11,9,6,10,2,4,6,10,2,8,8,12,3,2,5,8,1,4,4,8,1,3,7,12,3,14,9,14,4,3,7,11,3,1,7,11,3,27,22,30,14,7,18,25,11,24,36,48,25,23,24,33,16,9,9,14,4,0,3,6,1,3,4,7,1,3,2,5,0,4,2,5,0,5,6,10,2,8,6,10,2,11,12,18,6,13,20,27,13,7,6,11,2,4,5,9,1,7,7,11,2,40,29,38,20,15,17,24,10,4,4,8,1,3,4,8,1,0,0,0,0,2,2,5,0,4,5,9,2,12,9,14,4,4,5,8,1,2,2,4,0,5,3,6,1,5,5,8,1,3,3,6,0,12,14,21,8,5,2,5,0,5,4,8,1,4,4,8,1,2,5,8,1,1,4,8,1,1,6,10,2,3,5,8,1,348,371,424,320
16jun2019,16,18,25,11,3,6,10,2,1,6,10,2,11,7,12,3,3,4,8,1,6,4,8,1,4,8,12,3,4,9,14,4,3,7,11,3,11,7,11,3,18,22,30,14,25,18,26,11,34,36,47,25,23,24,32,16,11,9,14,4,4,3,6,1,4,4,7,1,2,3,5,0,5,2,5,0,5,6,10,2,4,6,11,2,12,12,17,6,23,20,28,13,2,7,11,3,7,5,9,2,6,6,11,2,22,29,38,20,20,17,24,10,2,4,8,1,1,4,8,1,0,0,0,0,3,2,5,0,7,5,9,2,9,9,14,4,3,4,8,1,4,2,4,0,2,3,6,1,1,5,8,1,2,3,6,0,10,14,20,8,3,3,5,0,1,4,8,1,5,4,8,1,2,5,8,1,3,4,7,1,5,5,9,2,5,5,8,1,357,366,417,318
23jun2019,20,18,25,11,7,6,10,2,5,5,9,2,7,7,12,3,3,5,8,1,2,4,8,1,9,8,12,3,9,8,13,4,10,6,11,2,7,7,11,3,23,21,29,14,21,19,26,12,38,34,46,24,20,24,32,16,5,9,14,4,2,4,7,1,1,4,7,1,1,3,5,0,5,2,5,0,5,6,10,2,3,6,10,2,9,11,17,6,22,19,27,12,4,6,10,2,4,5,9,2,5,6,10,2,34,29,38,20,14,17,24,11,2,4,8,1,5,4,8,1,0,0,0,0,2,2,5,0,5,5,8,1,10,9,13,4,3,4,8,1,1,2,4,0,4,3,6,0,4,5,8,1,4,3,7,0,14,14,20,8,3,2,5,0,1,4,8,1,6,4,8,1,4,4,8,1,3,4,8,1,7,6,10,2,3,4,8,1,376,364,415,316
30jun2019,13,18,25,11,3,6,10,2,3,5,9,2,12,7,12,3,3,5,8,1,1,4,8,1,6,8,12,3,10,9,14,4,11,6,11,2,4,6,11,2,27,21,28,13,19,18,26,12,38,33,44,22,24,24,32,16,10,9,14,4,5,3,6,1,3,4,7,1,4,3,5,0,0,3,5,0,8,6,10,2,6,6,10,2,17,11,17,6,23,18,26,12,6,6,10,2,4,5,9,1,3,6,10,2,44,29,39,20,14,17,24,10,4,4,8,1,2,5,8,1,1,0,0,0,1,2,4,0,5,5,8,1,8,8,13,4,6,4,8,1,1,2,4,0,5,3,6,1,3,4,8,1,2,3,7,1,16,14,20,7,3,2,5,0,2,4,7,1,5,5,8,1,3,5,8,1,3,4,7,1,7,5,9,2,4,5,8,1,402,354,407,305
07jul2019,14,18,25,11,5,6,9,2,5,5,9,2,7,8,12,3,9,5,8,1,4,4,8,1,11,8,13,3,10,9,14,4,2,6,11,2,5,6,10,2,25,21,29,13,19,19,26,12,35,32,44,22,28,24,32,16,6,8,14,4,3,3,6,0,1,3,6,1,3,3,5,0,1,3,6,0,5,6,10,2,4,6,10,2,12,11,16,6,29,19,26,12,3,5,9,2,5,5,8,1,5,6,11,2,22,28,38,19,20,17,24,10,5,4,8,1,5,5,8,1,2,0,0,0,2,2,4,0,9,5,8,1,9,8,13,4,0,4,7,1,1,2,4,0,4,3,6,1,4,5,8,1,5,3,7,0,17,14,21,8,3,3,6,0,1,4,7,1,7,5,8,1,7,5,8,1,1,4,7,1,4,5,9,2,4,5,9,2,388,356,407,307
14jul2019,19,19,26,12,4,5,9,2,4,5,9,2,5,8,12,3,5,5,8,1,3,4,7,1,7,7,12,3,11,9,14,4,8,7,11,3,10,6,11,2,22,20,28,13,23,19,26,12,38,33,45,22,26,23,32,15,10,8,13,4,5,3,6,0,1,3,6,1,1,3,5,0,2,3,6,0,6,6,10,2,7,6,10,2,13,11,16,5,23,18,26,11,5,6,10,2,6,4,8,1,7,7,12,2,27,28,38,19,13,17,24,11,4,4,7,1,6,4,8,1,0,0,0,0,3,2,4,0,5,4,7,1,9,8,13,4,4,4,7,1,6,2,4,0,1,3,6,1,2,4,8,1,0,3,7,0,11,14,21,8,2,3,5,0,3,4,7,1,3,5,8,1,6,5,8,1,5,3,6,1,4,5,9,2,5,5,8,1,390,354,407,303
21jul2019,13,18,25,11,3,5,9,2,6,5,9,2,8,7,12,3,4,5,8,1,2,4,7,1,8,7,12,3,9,9,14,4,8,6,10,2,6,6,10,2,21,19,27,12,18,19,27,12,46,33,44,22,29,23,31,15,5,8,13,3,3,3,6,0,2,3,6,0,5,3,6,0,2,3,6,0,6,6,10,2,8,6,11,2,5,10,16,5,22,18,25,11,1,5,9,2,6,4,8,1,7,7,12,3,30,28,37,19,19,17,24,10,4,4,8,1,6,5,8,1,2,2,4,0,2,2,4,0,5,4,8,1,14,8,13,4,5,4,7,1,2,2,4,0,1,3,6,0,8,4,7,1,0,3,7,1,14,14,21,8,2,2,5,0,5,4,7,1,7,5,8,1,3,4,8,1,4,3,6,1,2,5,9,2,4,5,8,1,392,347,399,297
28jul2019,17,17,23,10,5,6,10,2,7,5,9,1,9,7,11,3,5,4,8,1,5,4,7,1,11,7,12,3,5,9,14,4,4,6,10,2,5,6,9,2,16,19,26,12,25,19,26,12,33,33,45,23,20,23,31,15,8,8,12,3,5,3,5,0,4,3,6,1,3,3,5,0,1,3,6,0,8,6,10,2,4,6,10,2,6,10,16,5,21,18,25,11,5,5,9,2,3,4,8,1,6,6,11,2,27,27,36,18,19,17,24,10,5,4,7,1,3,4,8,1,0,0,0,0,2,2,4,0,5,5,8,1,6,8,13,4,7,4,7,1,3,2,4,0,3,3,6,0,6,4,7,1,2,3,7,1,22,13,20,7,1,2,5,0,3,4,7,1,4,5,8,1,0,5,8,1,6,4,7,1,7,5,9,2,5,5,8,1,377,344,394,296
04aug2019,14,16,23,10,2,6,9,2,3,5,8,1,11,7,11,3,9,5,8,1,3,4,7,1,6,7,12,3,11,9,14,4,5,6,10,2,5,6,10,2,11,19,26,12,16,18,25,11,37,33,44,22,26,23,31,15,9,8,13,3,4,3,5,0,5,3,6,0,2,2,5,0,3,3,6,0,6,6,10,2,10,6,10,2,10,10,16,5,17,18,24,11,8,5,9,2,3,4,7,1,7,7,11,2,27,27,36,18,17,17,24,10,7,4,7,1,7,4,7,1,4,2,4,0,4,2,4,0,4,5,8,1,6,8,13,4,2,4,7,1,2,2,4,0,5,3,6,1,0,4,7,1,2,0,0,0,16,14,20,8,3,2,5,0,4,4,8,1,4,5,9,1,2,5,8,1,2,4,7,1,6,5,9,2,4,5,9,2,371,342,394,293
11aug2019,18,17,24,10,4,6,10,2,7,5,9,2,10,7,12,3,3,5,8,1,4,4,7,1,6,7,12,3,4,9,15,4,6,7,11,3,8,6,10,2,15,19,27,12,19,18,25,11,26,35,46,24,16,23,31,15,10,8,13,4,1,3,6,0,2,3,6,1,0,2,5,0,1,3,6,0,12,6,10,2,5,6,11,2,5,10,16,5,20,19,26,12,6,5,9,2,2,4,7,1,7,7,11,2,26,27,36,18,20,17,24,11,2,4,7,1,0,4,7,1,0,2,4,0,3,2,4,0,4,5,8,1,4,8,12,3,7,4,7,1,0,2,4,0,3,3,6,1,0,4,7,1,2,3,7,0,15,14,21,8,7,3,6,0,6,5,8,1,4,5,8,1,0,5,9,2,4,4,7,1,8,5,9,2,4,5,9,2,336,353,405,303
18aug2019,15,16,23,10,5,5,9,2,8,5,9,2,8,7,12,3,5,4,8,1,9,4,7,1,5,7,12,3,8,9,14,4,9,6,11,2,10,6,10,2,17,20,28,13,13,19,26,12,32,35,48,24,22,23,32,15,6,8,13,3,5,3,6,1,4,4,7,1,1,2,5,0,1,3,6,0,10,6,10,2,3,7,11,2,8,10,16,5,10,19,26,11,2,5,9,2,6,4,7,1,5,7,11,2,24,27,37,19,19,17,24,11,0,4,7,1,2,4,7,1,2,2,4,0,2,2,5,0,3,5,9,2,10,8,13,4,1,4,7,1,1,2,5,0,0,3,6,1,3,4,8,1,0,3,6,0,7,14,21,8,2,3,5,0,6,4,8,1,3,5,9,2,5,5,8,1,2,4,7,1,5,6,10,2,6,5,9,2,330,354,411,301
25aug2019,23,16,23,10,1,5,9,2,8,5,9,2,5,7,12,3,2,4,7,1,7,4,7,1,5,8,12,3,13,9,14,4,4,6,11,2,8,6,10,2,14,19,27,12,8,19,26,12,28,35,47,24,18,23,31,15,10,8,13,4,3,3,6,1,8,4,7,1,3,2,4,0,5,3,6,0,6,6,10,2,6,6,11,2,9,11,16,5,28,19,26,11,11,6,9,2,4,4,8,1,7,6,11,2,21,28,37,19,13,17,23,10,4,4,8,1,3,4,7,1,1,2,4,0,3,2,5,0,7,5,9,1,13,8,13,4,4,4,7,1,2,2,4,0,2,3,6,1,1,0,0,0,3,3,6,0,11,14,20,7,3,2,5,0,2,4,8,1,6,5,9,2,2,5,8,1,6,4,7,1,7,7,11,3,1,5,9,2,359,355,410,302
01sep2019,17,16,23,10,5,6,10,2,7,5,8,1,8,7,11,3,3,4,7,1,4,4,7,1,6,8,12,3,10,9,14,4,2,6,11,2,12,6,10,2,16,20,28,13,23,18,25,11,29,36,48,25,23,23,32,15,10,8,13,3,1,3,6,1,3,4,7,1,3,2,4,0,3,3,6,0,6,6,10,2,5,6,11,2,11,11,16,6,14,19,27,12,7,6,10,2,4,4,8,1,8,6,10,2,23,28,37,19,16,17,23,10,6,5,8,1,3,4,7,1,0,0,0,0,1,2,5,0,2,5,9,2,7,8,13,4,3,4,8,1,2,2,4,0,1,3,6,1,3,5,8,1,2,3,6,0,17,14,21,8,2,3,6,0,5,5,8,1,6,5,8,1,3,5,8,1,3,4,7,1,3,7,11,3,4,5,9,2,352,360,412,310
08sep2019,22,17,24,10,5,6,10,2,5,5,9,2,8,7,11,3,2,4,8,1,5,4,7,1,2,8,13,4,10,9,14,4,9,7,12,3,8,6,10,2,26,22,30,15,24,19,26,12,49,38,50,27,16,24,32,16,3,8,14,4,1,3,7,1,4,4,7,1,3,2,4,0,3,3,6,0,7,6,10,2,14,7,11,2,13,11,17,6,13,20,27,12,6,6,10,2,11,5,8,1,10,6,10,2,26,29,39,20,16,17,24,10,4,5,8,1,1,4,7,1,2,2,4,0,1,2,5,0,4,5,9,2,8,8,13,4,2,4,8,1,2,2,4,0,4,3,6,1,5,5,8,1,3,2,5,0,14,15,22,8,1,3,6,0,3,5,8,1,6,5,9,1,3,5,8,1,3,4,7,1,5,7,11,3,2,5,9,2,394,369,422,319
15sep2019,20,17,24,10,5,5,9,2,5,5,9,2,6,7,12,3,7,4,8,1,6,4,7,1,8,8,13,4,6,9,14,4,5,7,12,3,6,6,10,2,18,23,31,15,22,19,26,12,33,39,51,27,22,24,33,16,3,8,13,4,3,4,7,1,3,4,7,1,2,2,4,0,0,3,6,0,11,6,10,2,10,7,11,2,11,12,18,6,16,20,28,13,5,6,10,2,3,4,8,1,2,6,10,2,33,30,39,20,11,17,24,11,9,5,8,1,3,4,7,1,1,0,0,0,0,2,5,0,2,5,9,2,14,9,14,4,5,4,7,1,2,2,4,0,1,3,6,1,6,5,8,1,1,2,5,0,22,15,22,8,2,3,6,0,3,5,8,1,9,5,9,1,3,4,8,1,6,4,7,1,3,6,11,3,6,5,9,2,380,370,422,321
22sep2019,20,18,25,11,3,5,9,2,7,5,9,2,5,7,12,3,5,5,8,1,3,4,8,1,5,8,12,3,7,9,14,4,9,8,12,3,5,6,10,2,15,22,30,14,11,20,27,12,53,37,50,26,25,23,32,15,2,8,13,3,0,4,7,1,3,4,7,1,1,2,4,0,4,3,6,0,5,6,10,2,5,6,11,2,3,12,18,7,14,20,28,13,3,6,10,2,5,4,8,1,5,6,10,2,32,29,39,20,19,18,25,11,2,5,8,1,3,4,7,1,0,0,0,0,0,0,0,0,3,5,9,2,4,8,13,4,5,4,7,1,2,2,4,0,7,4,7,1,6,5,8,1,1,3,5,0,14,15,22,8,1,3,6,0,4,4,8,1,11,5,8,1,5,4,8,1,4,4,7,1,3,6,11,3,4,5,9,1,353,368,424,314
29sep2019,12,17,24,10,1,5,9,2,4,5,8,1,7,7,12,3,6,5,8,1,4,4,8,1,5,7,12,3,7,9,14,4,6,8,12,3,5,6,10,2,22,22,31,14,23,19,27,12,44,36,49,25,21,23,32,15,12,8,13,3,4,4,7,1,4,3,6,1,1,2,4,0,4,3,6,0,8,5,9,2,4,7,11,2,17,12,18,6,21,20,27,12,4,6,10,2,6,4,7,1,9,6,11,2,22,29,39,19,21,17,24,10,2,5,9,2,2,4,8,1,0,0,0,0,2,0,0,0,2,5,9,2,5,8,13,4,3,4,7,1,4,2,5,0,2,3,6,1,2,5,8,1,2,3,6,0,14,15,22,8,4,3,5,0,5,4,7,1,4,5,9,2,1,4,7,1,3,4,7,1,2,5,9,2,4,5,9,2,367,361,418,308
06oct2019,17,17,24,11,8,5,9,2,7,5,9,2,7,7,12,3,4,5,8,1,2,4,8,1,3,7,12,3,13,9,14,4,8,8,12,3,6,6,10,2,24,22,31,14,15,19,26,12,27,36,48,25,23,24,32,15,8,8,13,4,3,4,7,1,4,3,6,1,2,2,4,0,2,3,6,0,7,5,9,2,5,6,10,2,12,12,17,6,18,20,28,13,4,5,9,2,5,4,7,1,7,6,11,2,33,29,39,20,8,17,24,11,3,5,9,1,5,4,7,1,0,0,0,0,4,3,6,0,8,5,9,2,12,8,13,3,6,4,7,1,1,2,4,0,4,3,6,0,4,5,8,1,2,3,6,0,20,15,23,8,2,3,6,0,4,4,8,1,5,5,8,1,3,4,8,1,3,4,8,1,6,5,8,1,2,5,9,2,376,364,418,312
13oct2019,10,18,25,11,6,5,9,2,2,5,9,2,5,7,12,3,3,5,9,2,2,4,8,1,1,8,12,3,7,9,14,4,6,8,12,3,2,6,11,2,13,23,32,15,15,19,26,12,28,36,48,25,17,23,32,15,6,8,13,4,0,4,7,1,2,3,6,1,1,2,4,0,2,3,6,1,3,6,10,2,4,6,11,2,12,11,17,6,17,20,28,13,1,5,9,2,3,4,8,1,8,6,11,2,26,29,38,20,8,17,24,11,2,5,8,1,3,4,8,1,1,0,0,0,3,3,6,0,7,5,9,2,3,8,13,4,4,4,7,1,2,2,5,0,2,3,6,0,2,5,8,1,2,3,6,0,10,15,23,9,1,3,6,0,1,4,8,1,4,5,8,1,2,4,8,1,2,4,7,1,4,5,8,1,6,5,9,2,271,365,418,314
20oct2019,15,17,24,11,5,5,9,2,9,5,9,2,7,8,12,3,4,5,9,2,2,4,8,1,5,8,12,3,10,9,14,4,5,8,12,3,10,6,10,2,17,22,31,14,16,19,26,12,45,37,49,26,18,23,31,15,6,8,13,4,2,4,7,1,2,4,7,1,0,0,0,0,4,3,6,1,10,6,10,2,10,6,10,2,10,11,17,6,21,20,27,13,4,5,10,2,2,4,8,1,5,6,11,2,25,28,38,19,15,18,25,11,2,5,8,1,2,4,8,1,2,0,0,0,1,3,5,0,5,5,8,1,2,8,13,4,9,4,7,1,2,2,4,0,3,3,6,0,3,5,8,1,3,3,6,0,19,16,23,9,1,3,6,0,4,4,8,1,2,5,8,1,4,4,7,1,6,4,7,1,1,5,8,1,9,5,9,2,364,363,414,313
27oct2019,13,17,24,11,3,5,9,2,3,5,9,2,4,8,13,3,0,5,8,1,5,4,8,1,3,8,12,3,8,9,14,4,5,7,12,3,12,6,10,2,23,22,30,14,13,18,25,11,40,34,46,23,32,23,32,15,11,8,13,3,0,3,6,1,1,3,6,1,1,0,0,0,3,3,6,0,6,6,10,2,6,6,10,2,11,10,16,5,19,20,28,12,4,5,9,2,2,4,8,1,5,6,11,2,22,28,37,19,14,18,25,11,3,4,8,1,1,4,7,1,0,0,0,0,2,3,5,0,3,5,8,1,12,8,13,4,1,4,7,1,2,2,5,0,1,3,6,0,2,5,8,1,1,3,6,0,11,15,22,8,1,3,6,0,5,4,8,1,4,5,9,2,6,4,7,1,4,4,8,1,3,5,8,1,3,5,9,1,334,357,413,305
03nov2019,24,17,24,10,3,5,8,1,1,5,9,2,12,8,12,3,2,5,8,1,4,5,8,1,2,8,13,4,14,9,14,4,5,7,11,3,13,6,11,2,25,21,30,13,16,17,25,11,40,34,46,23,24,23,31,15,10,8,14,4,5,3,6,1,3,3,6,1,3,2,5,0,1,3,6,1,10,6,10,2,5,6,10,2,12,10,15,5,19,19,27,12,2,5,9,1,5,4,8,1,3,6,11,2,25,27,36,18,20,18,25,11,10,4,8,1,2,4,7,1,1,0,0,0,3,3,5,0,7,5,9,2,10,8,13,4,5,4,7,1,0,2,5,0,0,3,6,0,4,5,8,1,2,3,7,0,14,15,22,8,4,3,6,0,5,4,8,1,7,5,9,2,5,4,7,1,3,4,8,1,5,5,8,1,7,5,8,1,402,352,408,300
10nov2019,15,17,24,10,5,5,8,1,5,5,9,2,8,8,12,3,1,4,8,1,3,5,8,1,2,8,12,3,9,8,13,4,4,7,11,3,6,7,11,3,16,21,30,13,16,17,24,11,41,34,46,23,26,23,31,15,5,8,13,4,3,3,6,0,4,3,6,1,4,2,5,0,0,3,6,0,7,6,10,2,9,6,10,2,9,10,16,5,17,19,27,12,7,5,9,2,5,4,8,1,8,6,11,2,25,27,36,18,13,18,25,11,3,5,8,1,2,4,7,1,1,0,0,0,1,2,5,0,2,5,9,2,5,8,13,4,6,4,7,1,3,2,5,0,7,3,6,0,3,5,8,1,5,3,6,0,20,15,22,8,0,3,6,0,5,5,8,1,4,5,8,1,2,4,8,1,3,4,8,1,7,5,8,1,3,5,8,1,355,354,408,303
17nov2019,13,17,24,10,5,4,8,1,2,5,9,2,4,7,12,3,3,4,7,1,4,4,8,1,4,8,12,3,6,8,13,3,8,7,11,3,3,7,11,3,21,21,29,13,16,17,24,10,49,34,45,23,30,23,31,15,7,8,13,3,1,3,6,0,5,3,6,1,4,2,5,0,6,3,6,0,5,6,10,2,7,5,9,2,13,10,15,5,14,19,26,12,5,5,9,2,5,4,7,1,7,6,10,2,23,26,35,18,21,17,24,11,1,5,8,1,2,4,7,1,1,0,0,0,3,2,4,0,3,5,9,2,13,8,13,4,4,4,7,1,1,3,5,0,3,3,5,0,3,4,8,1,1,3,6,0,13,15,22,8,2,3,6,0,2,4,8,1,2,5,8,1,3,4,8,1,3,4,7,1,4,5,8,1,3,5,8,1,358,348,401,299
24nov2019,9,16,23,10,4,4,8,1,5,5,9,2,8,8,13,4,5,4,7,1,2,4,8,1,9,7,12,3,8,8,13,4,5,7,11,3,3,6,10,2,21,21,29,13,26,16,23,10,31,34,45,23,18,22,31,14,10,8,13,3,0,3,6,0,5,3,6,1,5,2,5,0,1,3,6,0,5,6,10,2,5,6,10,2,11,10,16,5,22,18,25,11,6,6,10,2,1,4,7,1,8,6,10,2,21,25,34,17,16,17,24,11,6,5,8,1,4,4,7,1,2,2,5,0,1,2,4,0,1,5,8,1,4,8,13,4,1,4,8,1,0,0,0,0,4,3,5,0,3,4,7,1,4,3,6,0,19,14,21,8,4,3,7,0,3,4,7,1,8,5,8,1,4,4,8,1,2,4,7,1,10,5,9,2,3,4,8,1,353,342,394,292
01dec2019,22,15,22,9,4,5,8,1,5,5,8,1,9,7,12,3,7,4,7,1,3,4,7,1,5,7,11,3,10,8,13,4,6,7,11,3,5,6,10,2,21,20,28,12,25,16,23,10,36,34,46,23,18,23,32,15,8,8,13,3,3,3,6,0,2,3,6,0,2,2,5,0,3,3,5,0,7,6,10,2,6,5,10,1,21,10,16,5,18,18,25,11,8,5,9,2,2,4,8,1,8,6,10,2,31,25,34,17,20,17,24,11,2,5,8,1,2,4,7,1,6,2,4,0,3,2,4,0,7,5,9,1,7,7,12,3,1,4,8,1,1,2,5,0,2,3,5,0,3,4,7,1,3,3,6,0,15,13,20,7,3,3,6,0,4,4,8,1,7,5,8,1,1,4,8,1,6,4,7,1,11,5,8,1,4,4,8,1,403,335,389,284
08dec2019,8,15,22,9,5,4,8,1,2,4,8,1,8,7,12,3,0,3,6,1,4,4,7,1,3,7,11,3,5,8,13,4,4,6,10,2,7,6,11,2,19,20,28,12,19,16,22,10,27,34,45,23,25,23,31,14,7,8,12,3,6,3,6,0,1,3,6,0,3,2,5,0,3,2,5,0,2,6,10,2,6,5,9,2,6,10,16,5,12,17,24,10,7,5,9,1,7,4,7,1,5,6,10,2,20,25,33,17,17,16,23,10,0,5,8,1,5,3,6,0,1,2,4,0,1,2,4,0,2,5,9,1,7,7,12,3,4,4,8,1,1,0,0,0,2,3,6,0,3,4,7,1,2,2,5,0,16,12,18,7,0,3,6,0,1,4,8,1,3,5,8,1,1,4,8,1,1,4,7,1,5,4,8,1,3,5,8,1,296,323,376,274
15dec2019,17,14,21,8,2,4,8,1,4,4,8,1,4,7,11,3,1,3,6,1,1,4,7,1,9,7,11,3,4,8,12,3,8,6,10,2,5,7,11,3,21,20,28,12,26,17,24,10,31,34,46,23,24,22,30,14,8,7,12,3,5,3,6,0,3,3,6,0,4,2,5,0,2,2,5,0,7,6,10,2,8,5,9,2,14,10,16,5,23,17,24,10,7,5,9,2,6,4,7,1,7,6,10,2,24,25,33,16,16,15,22,9,3,5,8,1,1,3,6,1,2,2,4,0,4,2,4,0,5,5,9,1,7,7,12,3,2,4,8,1,0,0,0,0,1,3,6,0,4,4,7,1,2,2,5,0,9,13,19,7,2,3,7,1,4,4,8,1,3,4,8,1,3,4,8,1,2,3,6,0,4,4,8,1,4,4,8,1,353,321,371,273
22dec2019,16,14,21,8,1,4,8,1,6,4,8,1,9,7,11,3,4,4,7,1,5,4,7,1,6,6,10,2,7,8,13,4,4,6,10,2,7,6,11,2,16,20,28,13,14,17,24,10,31,34,45,24,20,22,30,14,5,7,11,3,5,3,6,0,2,3,6,0,3,2,5,0,3,3,5,0,7,6,10,2,3,5,9,2,7,10,16,5,15,18,25,11,7,5,9,2,7,4,7,1,8,6,10,2,19,25,33,16,18,16,23,10,8,5,8,1,2,3,6,1,2,2,4,0,3,2,4,0,5,5,9,1,6,7,12,3,5,4,7,1,4,2,5,0,3,3,6,0,4,4,7,1,1,2,5,0,15,13,20,7,0,3,6,0,1,4,7,1,6,5,8,1,2,4,8,1,3,3,6,1,9,5,8,1,3,4,8,1,337,326,374,279
